i,timestamp(ns),AX(m/s2),AY(m/s2),AZ(m/s2),GX(rad/s),GY(rad/s),GZ(rad/s),T(C)
2552,101547206756,0.06185,0.55444,-9.72499,-0.00343,0.00292,-0.00976,38.67
2553,101548081600,0.22405,0.65500,-9.74890,-0.00024,0.00186,-0.00230,38.67
2554,101548956444,0.00937,0.42035,-9.69630,0.00296,0.00292,0.00090,38.66
2555,101549831288,-0.27685,0.20965,-9.64848,0.00083,0.00612,0.00090,38.66
2556,101550706132,-0.29117,0.13782,-9.60545,-0.00024,0.00825,-0.00443,38.66
2557,101551580976,-0.11466,0.34373,-9.64370,-0.00343,0.00932,-0.00443,38.67
2558,101552455820,0.14295,0.65021,-9.71543,-0.00130,0.00612,-0.00017,38.67
2559,101553330664,0.14295,0.61190,-9.71065,0.00189,0.00186,0.00409,38.67
2560,101554205508,-0.15282,0.34373,-9.67239,-0.00024,-0.00027,0.00516,38.67
2561,101555080923,-0.30071,0.17613,-9.62936,-0.00130,0.00719,-0.00017,38.67
2562,101555956337,-0.21007,0.18571,-9.62457,-0.00343,0.01145,-0.00443,38.67
2563,101556831751,-0.00017,0.49697,-9.69630,0.00189,0.01145,-0.00550,38.67
2564,101557707165,0.21450,0.70768,-9.71543,0.00509,0.00186,0.00090,38.66
2565,101558582579,0.08093,0.54486,-9.63414,0.00402,-0.00027,0.00729,38.66
2566,101559457993,-0.25300,0.26711,-9.58154,0.00189,-0.00027,0.00196,38.66
2567,101560333407,-0.31502,0.14261,-9.57197,0.00083,0.00186,-0.00550,38.66
2568,101561208821,-0.16236,0.29585,-9.65326,0.00083,0.00399,-0.00656,38.66
2569,101562084235,0.08570,0.62627,-9.76325,-0.00130,0.00186,-0.00656,38.66
2570,101562959649,0.19065,0.66458,-9.74890,0.00509,0.00079,0.00196,38.66
2571,101563834035,-0.05264,0.39641,-9.66283,0.00935,0.00079,0.00409,38.66
2572,101564708413,-0.28162,0.19049,-9.58154,0.00509,0.00505,0.00090,38.66
2573,101565582791,-0.26731,0.17134,-9.58154,-0.00024,0.00292,-0.00443,38.66
2574,101566457169,-0.07172,0.43472,-9.68196,-0.00130,0.00505,-0.00763,38.66
2575,101567331547,0.17157,0.67895,-9.73934,-0.00237,-0.00134,-0.00230,38.66
2576,101568205925,0.09524,0.56881,-9.67717,0.00083,-0.00453,0.00303,38.66
2577,101569080303,-0.19576,0.30064,-9.62457,-0.00130,-0.00666,0.00409,38.66
2578,101569954681,-0.25777,0.14261,-9.59588,-0.00237,-0.00027,0.00090,38.66
2579,101570829059,-0.16236,0.22402,-9.61023,-0.00450,0.00399,-0.00230,38.67
2580,101571703437,0.04754,0.54486,-9.65805,-0.00557,0.00292,-0.00123,38.67
2581,101572577759,0.20019,0.64542,-9.67239,-0.00024,0.00186,0.00090,38.67
2582,101573452073,-0.00971,0.42514,-9.64370,0.00296,-0.00134,-0.00017,38.67
2583,101574326387,-0.29117,0.19528,-9.61979,0.00296,-0.00134,0.00090,38.67
2584,101575200701,-0.30071,0.10430,-9.62457,0.00083,-0.00134,-0.00550,38.67
2585,101576075015,-0.10512,0.30542,-9.66761,-0.00130,0.00186,-0.00763,38.67
2586,101576949329,0.15249,0.64064,-9.73934,0.00296,0.00612,-0.00337,38.67
2587,101577823643,0.16203,0.61669,-9.73934,0.00509,0.00292,0.00303,38.67
2588,101578697957,-0.11943,0.34852,-9.67239,0.00189,0.00292,0.00516,38.67
2589,101579572271,-0.29117,0.18571,-9.61979,0.00189,0.00505,-0.00017,38.68
2590,101580446585,-0.23392,0.19049,-9.62457,-0.00024,0.00505,-0.00337,38.68
2591,101581321535,-0.02402,0.48740,-9.70587,-0.00130,0.00719,-0.00550,38.68
2592,101582196484,0.17634,0.67416,-9.74890,0.00296,0.00505,-0.00230,38.68
2593,101583071433,0.03800,0.50655,-9.65326,0.00722,0.00399,0.00090,38.68
2594,101583946382,-0.25777,0.26711,-9.59588,0.00509,0.00505,-0.00123,38.68
2595,101584821331,-0.30071,0.15697,-9.58632,0.00189,0.00932,-0.00656,38.67
2596,101585696280,-0.15282,0.27190,-9.64370,-0.00024,0.01145,-0.00656,38.67
2597,101586571229,0.07616,0.58796,-9.72499,-0.00024,0.00719,-0.00443,38.67
2598,101587446178,0.14772,0.62148,-9.71065,-0.00130,-0.00027,0.00196,38.68
2599,101588321127,-0.11466,0.33895,-9.65805,0.00083,-0.00666,0.00622,38.68
2600,101589196076,-0.30548,0.15697,-9.61501,-0.00024,-0.00453,0.00090,38.68
2601,101590070638,-0.25300,0.14740,-9.60545,-0.00450,-0.00027,-0.00337,38.68
2602,101590945199,-0.06695,0.36768,-9.67717,-0.00770,0.00079,-0.00123,38.67
2603,101591819760,0.19065,0.61190,-9.72499,-0.00130,0.00079,-0.00017,38.67
2604,101592694321,0.13818,0.51134,-9.65326,0.00402,0.00079,0.00516,38.67
2605,101593568882,-0.18622,0.24796,-9.60067,0.00509,-0.00134,0.00516,38.67
2606,101594443443,-0.31502,0.12345,-9.59110,0.00083,0.00079,-0.00017,38.67
2607,101595318004,-0.21007,0.20007,-9.63892,-0.00343,0.00399,-0.00337,38.67
2608,101596192565,0.03323,0.53528,-9.70108,-0.00237,0.00292,-0.00123,38.67
2609,101597067126,0.20019,0.65021,-9.71065,0.00296,-0.00666,0.00516,38.67
2610,101597941687,-0.00971,0.41557,-9.65805,0.00722,-0.00666,0.00942,38.67
2611,101598816804,-0.29117,0.17613,-9.62936,0.00615,-0.00134,0.00516,38.66
2612,101599691919,-0.29594,0.10430,-9.61501,0.00083,0.00079,-0.00123,38.67
2613,101600567034,-0.10989,0.31021,-9.64848,-0.00343,0.00186,-0.00550,38.67
2614,101601442149,0.13341,0.61190,-9.70587,0.00083,0.00719,-0.00337,38.67
2615,101602317264,0.14772,0.59754,-9.69630,0.00935,0.00186,0.00196,38.67
2616,101603192379,-0.14328,0.35810,-9.63892,0.01041,0.00186,0.00196,38.67
2617,101604067494,-0.28640,0.16655,-9.60545,0.00935,0.00292,-0.00123,38.67
2618,101604942609,-0.18622,0.13782,-9.60067,0.00189,0.00612,-0.00337,38.66
2619,101605817724,0.00937,0.45866,-9.66283,-0.00237,0.00825,-0.00443,38.66
2620,101606692839,0.19542,0.67416,-9.71543,0.00083,0.00505,0.00409,38.66
2621,101607567127,0.07139,0.51134,-9.64848,0.00615,0.00612,0.00622,38.66
2622,101608441409,-0.23869,0.27190,-9.60545,0.00402,0.01038,0.00729,38.67
2623,101609315691,-0.31502,0.13782,-9.58632,-0.00024,0.01038,0.00196,38.67
2624,101610189973,-0.18144,0.25754,-9.61501,-0.00450,0.00932,-0.00337,38.66
2625,101611064255,0.05708,0.57838,-9.68196,-0.00130,0.00186,-0.00230,38.66
2626,101611938537,0.18111,0.63585,-9.67239,0.00509,0.00186,-0.00017,38.67
2627,101612812819,-0.04310,0.38683,-9.61501,0.00615,0.00505,0.00303,38.67
2628,101613687101,-0.24823,0.20007,-9.58154,0.00296,0.00292,0.00090,38.67
2629,101614561383,-0.21007,0.17613,-9.58154,-0.00130,0.00719,-0.00337,38.67
2630,101615435665,-0.02402,0.41078,-9.64370,-0.00237,0.01145,-0.00337,38.67
2631,101616310428,0.21450,0.65500,-9.71065,0.00296,0.00505,-0.00123,38.67
2632,101617185185,0.13818,0.55444,-9.66283,0.00509,-0.00240,0.00196,38.67
2633,101618059942,-0.17190,0.30064,-9.60545,0.00296,-0.00347,0.00196,38.67
2634,101618934699,-0.28162,0.16176,-9.59588,0.00083,-0.00027,-0.00017,38.67
2635,101619809456,-0.18622,0.24317,-9.63414,-0.00663,0.00399,-0.00550,38.67
2636,101620684213,0.03323,0.54965,-9.69630,-0.00663,0.00292,-0.00230,38.67
2637,101621558970,0.20019,0.67416,-9.71065,-0.00024,-0.00347,-0.00017,38.66
2638,101622433727,0.00937,0.48261,-9.63892,0.00296,-0.00666,-0.00017,38.66
2639,101623308484,-0.27685,0.25275,-9.62457,0.00615,-0.00134,-0.00123,38.67
2640,101624183241,-0.28162,0.14740,-9.64848,0.00296,0.00079,-0.00123,38.67
2641,101625058386,-0.10989,0.31979,-9.70587,-0.00024,0.00612,-0.00337,38.67
2642,101625933523,0.13341,0.63106,-9.75846,-0.00130,0.00186,0.00090,38.67
2643,101626808660,0.16203,0.63106,-9.70108,0.00296,-0.00773,0.00303,38.67
2644,101627683797,-0.12897,0.36768,-9.61979,0.00402,-0.00666,0.00516,38.67
2645,101628558934,-0.30071,0.19049,-9.58154,0.00296,-0.00027,0.00090,38.67
2646,101629434071,-0.23392,0.20486,-9.61023,0.00083,0.00186,-0.00550,38.67
2647,101630309208,-0.02879,0.49219,-9.70587,-0.00130,0.00612,-0.00550,38.67
2648,101631184345,0.20496,0.67416,-9.74890,0.00189,0.00186,0.00090,38.67
2649,101632059482,0.07139,0.50176,-9.66761,0.00189,-0.00240,0.00516,38.67
2650,101632934619,-0.26254,0.23359,-9.60067,0.00402,-0.00240,0.00622,38.67
2651,101633809426,-0.34364,0.11388,-9.59588,0.00083,0.00399,-0.00123,38.67
2652,101634684225,-0.20530,0.24796,-9.66761,-0.00450,0.00612,-0.00337,38.67
2653,101635559024,0.08093,0.59275,-9.75846,-0.00343,0.00186,0.00196,38.67
2654,101636433823,0.20973,0.65979,-9.73934,0.00509,-0.00027,0.00409,38.67
2655,101637308622,-0.05264,0.40599,-9.65326,0.00828,0.00079,0.00516,38.67
2656,101638183421,-0.29594,0.20486,-9.60545,0.00722,0.00505,-0.00017,38.67
2657,101639058220,-0.26254,0.12345,-9.60067,0.00296,0.00612,-0.00230,38.67
2658,101639933019,-0.06695,0.34852,-9.66283,-0.00024,0.01038,-0.00443,38.67
2659,101640807818,0.17157,0.64542,-9.73456,0.00402,0.00505,-0.00017,38.68
2660,101641682617,0.10955,0.57359,-9.69152,0.01041,0.00079,0.00409,38.68
2661,101642557410,-0.20053,0.31500,-9.64370,0.00828,0.00505,0.00409,38.68
2662,101643432201,-0.31025,0.13782,-9.62457,0.00509,0.00825,-0.00123,38.68
2663,101644306992,-0.20530,0.17134,-9.62457,-0.00024,0.01038,-0.00443,38.68
2664,101645181783,0.03323,0.50176,-9.68674,0.00189,0.01251,-0.00443,38.68
2665,101646056574,0.21927,0.65500,-9.72977,0.00083,0.01038,0.00196,38.68
2666,101646931365,0.02369,0.45388,-9.67239,0.00402,0.00612,0.00622,38.69
2667,101647806156,-0.27685,0.22880,-9.61501,0.00509,0.00399,0.00409,38.69
2668,101648680947,-0.31025,0.17613,-9.60545,0.00296,0.00505,0.00196,38.69
2669,101649555738,-0.13851,0.33416,-9.64370,-0.00130,0.00399,-0.00123,38.69
2670,101650430529,0.12864,0.61190,-9.71065,0.00189,0.00186,-0.00230,38.69
2671,101651305601,0.16680,0.60233,-9.70587,0.00509,-0.00560,0.00409,38.69
2672,101652180672,-0.12420,0.32458,-9.65805,0.00402,-0.00773,0.00622,38.69
2673,101653055743,-0.30548,0.14261,-9.62936,-0.00237,-0.00134,0.00303,38.68
2674,101653930814,-0.24346,0.15697,-9.62936,-0.00343,0.00399,-0.00550,38.69
2675,101654805885,-0.04787,0.45388,-9.69152,-0.00130,0.00399,-0.00337,38.69
2676,101655680956,0.18111,0.65979,-9.72499,0.00402,0.00079,0.00196,38.69
2677,101656556027,0.08570,0.49697,-9.63414,0.00509,-0.00134,0.00516,38.69
2678,101657431098,-0.22438,0.23838,-9.58632,0.00402,-0.00134,0.00303,38.69
2679,101658306169,-0.28640,0.11388,-9.60545,0.00083,0.00186,-0.00123,38.69
2680,101659181240,-0.14805,0.24796,-9.68196,-0.00237,0.00505,-0.00550,38.70
2681,101660055898,0.10478,0.58317,-9.76325,0.00083,0.00932,-0.00443,38.70
2682,101660930554,0.22405,0.63106,-9.73456,0.00509,0.00399,-0.00017,38.70
2683,101661805210,-0.04310,0.36289,-9.66761,0.00722,-0.00134,0.00090,38.70
2684,101662679866,-0.29594,0.14261,-9.62457,0.00722,0.00186,-0.00230,38.70
2685,101663554522,-0.26731,0.08993,-9.61979,0.00296,0.00399,-0.00550,38.69
2686,101664429178,-0.07649,0.33895,-9.69630,0.00189,0.00719,-0.00656,38.69
2687,101665303834,0.17634,0.63585,-9.75846,0.00296,0.00505,-0.00230,38.69
2688,101666178490,0.11910,0.56402,-9.71543,0.00296,0.00186,0.00090,38.69
2689,101667053146,-0.19099,0.31500,-9.65326,0.00615,0.00399,-0.00017,38.70
2690,101667927802,-0.30071,0.15219,-9.61979,0.00189,0.00292,-0.00443,38.69
2691,101668804283,-0.20053,0.20486,-9.64370,-0.00130,0.00079,-0.00443,38.68
2692,101669680761,0.01414,0.53528,-9.70587,-0.00024,0.00079,-0.00443,38.68
2693,101670557239,0.17634,0.65021,-9.74412,0.00189,0.00399,-0.00017,38.68
2694,101671433717,-0.01448,0.43472,-9.71065,0.00615,-0.00134,0.00516,38.68
2695,101672310195,-0.26731,0.20486,-9.67717,0.00189,0.00186,0.00303,38.68
2696,101673186673,-0.26254,0.10909,-9.68674,-0.00450,0.00505,-0.00123,38.68
2697,101674063151,-0.12897,0.30064,-9.71543,-0.00770,0.00505,-0.00443,38.68
2698,101674939629,0.11432,0.62148,-9.75846,-0.00450,0.00612,-0.00550,38.68
2699,101675816107,0.16680,0.62627,-9.71543,-0.00130,-0.00134,0.00196,38.68
2700,101676692585,-0.12897,0.36768,-9.63892,0.00296,-0.00027,0.00409,38.67
2701,101677567406,-0.33887,0.18571,-9.61501,0.00296,-0.00027,0.00090,38.67
2702,101678442219,-0.26254,0.18092,-9.61023,-0.00343,0.00186,-0.00443,38.67
2703,101679317032,-0.04310,0.45866,-9.68196,-0.00024,0.00505,-0.00443,38.67
2704,101680191845,0.16203,0.65021,-9.72499,0.00402,0.00505,0.00196,38.68
2705,101681066658,0.04277,0.47303,-9.64848,0.00615,0.00079,0.00409,38.68
2706,101681941471,-0.25777,0.22402,-9.60545,0.00509,0.00719,0.00303,38.67
2707,101682816284,-0.30071,0.12345,-9.62457,0.00509,0.00825,-0.00337,38.68
2708,101683691097,-0.14805,0.24796,-9.69152,-0.00024,0.00932,-0.00656,38.68
2709,101684565910,0.08570,0.58317,-9.75846,0.00083,0.01038,-0.00337,38.68
2710,101685440723,0.19542,0.64064,-9.75368,0.00296,0.00292,0.00196,38.68
2711,101686326892,-0.03833,0.39162,-9.68196,0.00509,-0.00134,0.00622,38.68
2712,101687213048,-0.27685,0.18571,-9.63414,0.00296,0.00079,0.00196,38.68
2713,101688099204,-0.24823,0.14261,-9.62457,-0.00024,0.00292,-0.00123,38.68
2714,101688985360,-0.04310,0.38683,-9.67717,-0.00557,0.00399,-0.00230,38.68
2715,101689871516,0.19542,0.64542,-9.72499,-0.00024,-0.00027,-0.00017,38.68
2716,101690757672,0.11910,0.55923,-9.68196,0.00189,-0.00027,0.00303,38.68
2717,101691643828,-0.20530,0.29585,-9.64848,0.00296,0.00186,0.00409,38.68
2718,101692529984,-0.31025,0.13303,-9.61979,0.00189,0.00292,-0.00017,38.68
2719,101693416140,-0.18622,0.20007,-9.61023,-0.00343,0.00186,-0.00337,38.68
2720,101694302296,0.04754,0.53050,-9.67239,-0.00450,0.00399,-0.00230,38.68
2721,101695188452,0.21450,0.67416,-9.71065,0.00083,0.00612,-0.00017,38.68
2722,101696074608,-0.00017,0.47303,-9.67239,0.00615,0.00292,0.00196,38.68
2723,101696960764,-0.30548,0.24317,-9.64370,0.00402,0.00505,-0.00017,38.68
2724,101697846920,-0.29594,0.14261,-9.64370,0.00722,0.00612,-0.00337,38.68
2725,101698733076,-0.10989,0.30064,-9.69152,0.00296,0.01251,-0.00869,38.68
2726,101699608906,0.13818,0.59754,-9.74412,0.00615,0.01677,-0.00550,38.68
2727,101700484732,0.16680,0.56881,-9.72021,0.00722,0.00932,-0.00017,38.68
2728,101701360558,-0.10989,0.31021,-9.64370,0.00722,0.00719,0.00303,38.68
2729,101702236384,-0.30071,0.14740,-9.59110,0.00509,0.01251,0.00303,38.68
2730,101703112210,-0.27208,0.17134,-9.62457,-0.00024,0.01038,-0.00017,38.68
2731,101703988036,-0.05741,0.47782,-9.71065,-0.00237,0.00612,-0.00017,38.68
2732,101704863862,0.19542,0.67416,-9.74890,-0.00024,0.00505,0.00303,38.68
2733,101705739688,0.07616,0.53528,-9.66761,0.00083,0.00505,0.00729,38.68
2734,101706615514,-0.23869,0.30064,-9.59588,-0.00024,0.00505,0.00409,38.68
2735,101707491340,-0.28162,0.14261,-9.58632,-0.00237,0.00292,0.00090,38.68
2736,101708365631,-0.12897,0.23838,-9.63414,-0.00343,0.00079,-0.00123,38.68
2737,101709239918,0.09524,0.57838,-9.72977,-0.00450,-0.00134,0.00196,38.69
2738,101710114205,0.19542,0.63106,-9.73456,-0.00343,-0.00666,0.00516,38.69
2739,101710988492,-0.03833,0.38204,-9.65326,-0.00343,-0.00986,0.00835,38.68
2740,101711862779,-0.28640,0.20486,-9.61023,-0.00024,-0.00453,0.00516,38.69
2741,101712737066,-0.27685,0.17613,-9.59110,-0.00557,0.00186,-0.00123,38.69
2742,101713611353,-0.08126,0.40120,-9.66761,-0.00663,0.00612,-0.00550,38.69
2743,101714485640,0.19065,0.65979,-9.74412,-0.00450,0.00399,-0.00230,38.70
2744,101715359927,0.14772,0.56402,-9.69630,-0.00130,-0.00347,0.00409,38.70
2745,101716234214,-0.16236,0.29106,-9.65326,-0.00024,-0.00666,0.00729,38.69
2746,101717108715,-0.28640,0.12824,-9.61979,-0.00130,-0.00347,0.00303,38.69
2747,101717983208,-0.18144,0.16655,-9.62457,-0.00343,0.00186,-0.00550,38.70
2748,101718857701,0.04754,0.49697,-9.68196,-0.00024,0.00612,-0.00123,38.69
2749,101719732194,0.21450,0.66937,-9.69630,0.00189,0.00612,0.00303,38.69
2750,101720606687,0.01892,0.47303,-9.64370,0.00722,0.00719,0.00409,38.69
2751,101721481180,-0.26254,0.21444,-9.62936,0.00402,0.00825,0.00090,38.69
2752,101722355673,-0.26731,0.14261,-9.64370,0.00083,0.00505,-0.00550,38.69
2753,101723230166,-0.10989,0.34373,-9.71065,-0.00130,0.00612,-0.00550,38.69
2754,101724104659,0.13818,0.65979,-9.76803,0.00189,0.00719,-0.00337,38.69
2755,101724979152,0.15249,0.64064,-9.72977,0.00509,0.00186,0.00090,38.69
2756,101725853762,-0.15282,0.38204,-9.66761,0.00509,-0.00027,0.00409,38.69
2757,101726728370,-0.32933,0.20965,-9.62936,0.00296,0.00719,0.00090,38.68
2758,101727602978,-0.25300,0.18092,-9.61023,-0.00343,0.01145,-0.00550,38.68
2759,101728477586,-0.02402,0.44909,-9.67717,-0.00343,0.01145,-0.00763,38.68
2760,101729352194,0.21450,0.64542,-9.72499,0.00083,0.00505,-0.00017,38.68
2761,101730226802,0.07139,0.49219,-9.66761,0.00509,0.00292,0.00196,38.68
2762,101731101410,-0.26254,0.23359,-9.61501,0.00402,0.00292,0.00196,38.68
2763,101731976018,-0.33410,0.07557,-9.62457,-0.00024,0.00505,-0.00337,38.68
2764,101732850626,-0.20530,0.20965,-9.67717,-0.00130,0.00825,-0.00230,38.68
2765,101733725234,0.04754,0.56881,-9.73934,-0.00343,0.00932,-0.00017,38.68
2766,101734600100,0.14772,0.62148,-9.71543,0.00189,0.00186,0.00303,38.69
2767,101735474964,-0.10512,0.36289,-9.62936,0.00509,-0.00027,0.00516,38.68
2768,101736349828,-0.33887,0.14261,-9.59110,0.00189,-0.00453,0.00303,38.68
2769,101737224692,-0.30548,0.09951,-9.58632,0.00189,-0.00240,-0.00123,38.68
2770,101738099556,-0.09081,0.35810,-9.64370,-0.00024,0.00079,-0.00123,38.69
2771,101738974420,0.18111,0.64542,-9.71543,0.00615,0.00399,-0.00017,38.69
2772,101739849284,0.13341,0.55444,-9.69152,0.00615,-0.00134,0.00303,38.69
2773,101740724148,-0.19099,0.27190,-9.65326,0.00615,0.00186,0.00622,38.69
2774,101741599012,-0.31025,0.12345,-9.62457,0.00615,0.00612,0.00090,38.69
2775,101742473876,-0.19099,0.21444,-9.61979,-0.00024,0.00825,-0.00443,38.69
2776,101743348622,0.04277,0.54965,-9.68196,-0.00024,0.00399,-0.00337,38.69
2777,101744223361,0.21450,0.66937,-9.71543,0.00296,0.00612,-0.00017,38.69
2778,101745098100,0.01414,0.45388,-9.66283,0.00615,0.00399,0.00409,38.68
2779,101745972839,-0.27208,0.23838,-9.62936,0.00509,0.00079,0.00303,38.68
2780,101746847578,-0.26731,0.16655,-9.64848,0.00189,0.00079,-0.00017,38.68
2781,101747722317,-0.08126,0.34852,-9.70587,0.00083,0.00505,-0.00443,38.68
2782,101748597056,0.16680,0.65021,-9.74412,0.00083,0.00612,0.00090,38.68
2783,101749471795,0.18588,0.64064,-9.69630,0.00615,-0.00134,0.00729,38.68
2784,101750346534,-0.10512,0.37247,-9.63414,0.00828,0.00292,0.00729,38.68
2785,101751221273,-0.29594,0.18092,-9.60545,0.00296,0.00719,0.00516,38.68
2786,101752095718,-0.23869,0.20007,-9.61501,-0.00024,0.00719,-0.00230,38.68
2787,101752970154,-0.03356,0.47303,-9.68674,-0.00343,0.00292,-0.00123,38.68
2788,101753844590,0.18111,0.63106,-9.71543,-0.00130,-0.00453,0.00090,38.67
2789,101754719026,0.05708,0.46824,-9.64370,0.00402,-0.00560,0.00622,38.67
2790,101755593462,-0.23869,0.23359,-9.60067,0.00509,0.00186,0.00196,38.68
2791,101756467898,-0.30548,0.13303,-9.58632,0.00189,0.00186,-0.00443,38.68
2792,101757342334,-0.18622,0.28148,-9.64370,-0.00237,0.00505,-0.00550,38.68
2793,101758216770,0.05708,0.62148,-9.73456,-0.00130,0.00505,-0.00656,38.68
2794,101759091206,0.20019,0.66937,-9.71065,0.00189,0.00719,-0.00230,38.67
2795,101759965642,-0.02879,0.41078,-9.63892,0.00615,0.00505,0.00409,38.67
2796,101760840250,-0.29117,0.20965,-9.61023,0.00402,0.00292,-0.00230,38.68
2797,101761714849,-0.29117,0.18092,-9.61979,-0.00130,0.00399,-0.00763,38.68
2798,101762589448,-0.09558,0.42035,-9.70108,-0.00130,0.00505,-0.00763,38.68
2799,101763464047,0.16680,0.67895,-9.76803,0.00402,0.00186,-0.00337,38.68
2800,101764338646,0.11910,0.59275,-9.72021,0.00509,0.00079,0.00196,38.68
2801,101765213245,-0.18144,0.33416,-9.63892,0.00615,0.00505,0.00090,38.67
2802,101766087844,-0.30548,0.17134,-9.59588,0.00402,0.00505,-0.00337,38.67
2803,101766962443,-0.22438,0.23838,-9.61979,-0.00130,0.00292,-0.00443,38.67
2804,101767837042,-0.00017,0.56402,-9.68674,-0.00024,0.00505,-0.00550,38.67
2805,101768711641,0.16680,0.66458,-9.70587,-0.00024,-0.00027,-0.00017,38.67
2806,101769586354,-0.00971,0.45388,-9.64848,0.00509,-0.00134,0.00196,38.68
2807,101770461062,-0.26254,0.23838,-9.62457,0.00189,-0.00027,0.00196,38.68
2808,101771335770,-0.27685,0.16655,-9.60545,-0.00237,0.00292,-0.00550,38.67
2809,101772210478,-0.12420,0.33895,-9.64848,-0.00557,0.00612,-0.00656,38.68
2810,101773085186,0.12387,0.63585,-9.72021,-0.00343,0.00399,-0.00550,38.68
2811,101773959894,0.15726,0.62627,-9.69630,0.00402,-0.00347,0.00303,38.68
2812,101774834602,-0.12420,0.35810,-9.64370,0.00509,-0.00453,0.00622,38.69
2813,101775709310,-0.28640,0.17134,-9.61023,-0.00024,-0.00453,-0.00017,38.69
2814,101776584018,-0.22915,0.17134,-9.60545,-0.00024,-0.00347,-0.00123,38.68
2815,101777458726,-0.04787,0.44430,-9.67717,-0.00024,0.00186,-0.00017,38.68
2816,101778333397,0.16680,0.63585,-9.73934,0.00722,-0.00027,0.00409,38.69
2817,101779208064,0.04754,0.46345,-9.68674,0.00828,-0.00134,0.00409,38.70
2818,101780082731,-0.24823,0.19049,-9.62936,0.00615,0.00399,-0.00017,38.70
2819,101780957398,-0.30548,0.07557,-9.62457,0.00296,0.00505,-0.00656,38.70
2820,101781832065,-0.18144,0.22402,-9.68674,-0.00024,0.01038,-0.00656,38.70
2821,101782706732,0.06185,0.56881,-9.75846,0.00509,0.00932,-0.00443,38.70
2822,101783581399,0.17634,0.62627,-9.72977,0.00935,0.00719,0.00090,38.70
2823,101784456066,-0.08126,0.38204,-9.65805,0.00509,0.00079,0.00303,38.69
2824,101785330733,-0.32456,0.17613,-9.64370,0.00509,0.00612,-0.00017,38.69
2825,101786205400,-0.28162,0.13303,-9.65326,0.00189,0.01145,-0.00337,38.69
2826,101787080050,-0.07172,0.36289,-9.72021,0.00083,0.01038,-0.00443,38.69
2827,101787954699,0.20019,0.64542,-9.78237,0.00828,0.00292,-0.00123,38.69
2828,101788829348,0.17157,0.58796,-9.73934,0.01254,0.00186,0.00196,38.69
2829,101789703997,-0.13851,0.30064,-9.68196,0.00509,0.00719,0.00090,38.69
2830,101790578646,-0.28640,0.10909,-9.64848,0.00083,0.00825,-0.00230,38.69
2831,101791453295,-0.21007,0.15219,-9.65326,-0.00024,0.00505,-0.00443,38.69
2832,101792327944,0.01892,0.48261,-9.71065,-0.00024,0.00079,-0.00230,38.69
2833,101793202593,0.20496,0.63106,-9.72021,-0.00024,-0.00240,-0.00123,38.69
2834,101794077242,0.00937,0.44430,-9.64370,0.00402,-0.00134,0.00409,38.69
2835,101794951891,-0.28162,0.21923,-9.61501,0.00296,0.00505,0.00196,38.69
2836,101795826926,-0.28162,0.13303,-9.63414,-0.00130,0.00399,-0.00123,38.69
2837,101796701954,-0.10512,0.30064,-9.69630,-0.00663,0.00719,-0.00656,38.69
2838,101797576982,0.14772,0.62148,-9.73456,-0.00130,0.00399,-0.00337,38.69
2839,101798452010,0.19065,0.63585,-9.67239,0.00402,-0.00240,0.00516,38.69
2840,101799327038,-0.10035,0.38204,-9.60067,0.00509,-0.00879,0.00516,38.69
2841,101800202066,-0.27685,0.20965,-9.59588,0.00189,-0.00134,0.00303,38.68
2842,101801077094,-0.21484,0.20486,-9.61979,-0.00450,0.00292,-0.00550,38.69
2843,101801952122,-0.01448,0.49219,-9.69152,-0.00024,0.00719,-0.00230,38.68
2844,101802827150,0.20496,0.69331,-9.72499,0.00402,0.00186,0.00196,38.69
2845,101803702178,0.08570,0.54007,-9.66761,0.00722,0.00186,0.00622,38.69
2846,101804577144,-0.19576,0.29106,-9.62457,0.00722,0.00505,0.00303,38.69
2847,101805452106,-0.25300,0.17613,-9.62936,0.00189,0.00292,-0.00123,38.69
2848,101806327068,-0.14328,0.28627,-9.69152,-0.00343,0.00505,-0.00337,38.69
2849,101807202030,0.07616,0.60233,-9.75846,-0.00237,0.00612,-0.00443,38.69
2850,101808076992,0.20973,0.66458,-9.73934,0.00296,0.00399,0.00303,38.69
2851,101808951954,-0.00971,0.42993,-9.67239,0.00509,-0.00027,0.00409,38.69
2852,101809826916,-0.26254,0.21444,-9.62457,0.00189,0.00292,0.00090,38.69
2853,101810701878,-0.27208,0.15219,-9.61501,0.00083,0.00505,-0.00443,38.69
2854,101811576840,-0.09558,0.40599,-9.67239,-0.00024,0.00292,-0.00763,38.69
2855,101812451802,0.14295,0.66458,-9.72977,0.00083,0.00399,-0.00230,38.69
2856,101813326595,0.09047,0.56881,-9.69630,0.00509,0.00079,0.00196,38.69
2857,101814201383,-0.22915,0.31500,-9.62936,0.00189,-0.00347,0.00516,38.69
2858,101815076171,-0.36272,0.13782,-9.59588,-0.00343,0.00186,0.00196,38.68
2859,101815950959,-0.23869,0.17134,-9.61501,-0.00343,0.00719,-0.00230,38.69
2860,101816825747,0.02846,0.49219,-9.69152,-0.00130,0.00825,-0.00230,38.69
2861,101817700535,0.23836,0.62148,-9.73934,-0.00130,0.00505,0.00516,38.69
2862,101818575323,0.05708,0.42993,-9.69152,0.00189,0.00719,0.00729,38.69
